ignore,description
2-T59.891*,"2-Toxic effect of other specified gases, fumes and vapors, accidental (unintentional)"
2-T59.892*,"2-Toxic effect of other specified gases, fumes and vapors, intentional self-harm"
2-T59.893*,"2-Toxic effect of other specified gases, fumes and vapors, assault"
2-T59.894*,"2-Toxic effect of other specified gases, fumes and vapors, undetermined"
2-T59.91*,"2-Toxic effect of unspecified gases, fumes and vapors, accidental (unintentional)"
2-T59.92*,"2-Toxic effect of unspecified gases, fumes and vapors, intentional self-harm"
2-T59.93*,"2-Toxic effect of unspecified gases, fumes and vapors, assault"
2-T59.94*,"2-Toxic effect of unspecified gases, fumes and vapors, undetermined"
2-T60.0X1*,"2-Toxic effect of organophosphate and carbamate insecticides, accidental (unintentional)"
2-T60.0X2*,"2-Toxic effect of organophosphate and carbamate insecticides, intentional self-harm"
2-T60.0X3*,"2-Toxic effect of organophosphate and carbamate insecticides, assault"
2-T60.0X4*,"2-Toxic effect of organophosphate and carbamate insecticides, undetermined"
2-T60.1X1*,"2-Toxic effect of halogenated insecticides, accidental (unintentional)"
2-T60.1X2*,"2-Toxic effect of halogenated insecticides, intentional self-harm"
2-T60.1X3*,"2-Toxic effect of halogenated insecticides, assault"
2-T60.1X4*,"2-Toxic effect of halogenated insecticides, undetermined"
2-T60.2X1*,"2-Toxic effect of other insecticides, accidental (unintentional)"
2-T60.2X2*,"2-Toxic effect of other insecticides, intentional self-harm"
2-T60.2X3*,"2-Toxic effect of other insecticides, assault"
2-T60.2X4*,"2-Toxic effect of other insecticides, undetermined"
2-T60.3X1*,"2-Toxic effect of herbicides and fungicides, accidental (unintentional)"
2-T60.3X2*,"2-Toxic effect of herbicides and fungicides, intentional self-harm"
2-T60.3X3*,"2-Toxic effect of herbicides and fungicides, assault"
2-T60.3X4*,"2-Toxic effect of herbicides and fungicides, undetermined"
2-T60.4X1*,"2-Toxic effect of rodenticides, accidental (unintentional)"
2-T60.4X2*,"2-Toxic effect of rodenticides, intentional self-harm"
2-T60.4X3*,"2-Toxic effect of rodenticides, assault"
2-T60.4X4*,"2-Toxic effect of rodenticides, undetermined"
2-T60.8X1*,"2-Toxic effect of other pesticides, accidental (unintentional)"
2-T60.8X2*,"2-Toxic effect of other pesticides, intentional self-harm"
2-T60.8X3*,"2-Toxic effect of other pesticides, assault"
2-T60.8X4*,"2-Toxic effect of other pesticides, undetermined"
2-T60.91*,"2-Toxic effect of unspecified pesticide, accidental (unintentional)"
2-T60.92*,"2-Toxic effect of unspecified pesticide, intentional self-harm"
2-T60.93*,"2-Toxic effect of unspecified pesticide, assault"
2-T60.94*,"2-Toxic effect of unspecified pesticide, undetermined"
2-T61.01*,"2-Ciguatera fish poisoning, accidental (unintentional)"
2-T61.02*,"2-Ciguatera fish poisoning, intentional self-harm"
2-T61.03*,"2-Ciguatera fish poisoning, assault"
2-T61.04*,"2-Ciguatera fish poisoning, undetermined"
2-T61.11*,"2-Scombroid fish poisoning, accidental (unintentional)"
2-T61.12*,"2-Scombroid fish poisoning, intentional self-harm"
2-T61.13*,"2-Scombroid fish poisoning, assault"
2-T61.14*,"2-Scombroid fish poisoning, undetermined"
2-T61.771*,"2-Other fish poisoning, accidental (unintentional)"
2-T61.772*,"2-Other fish poisoning, intentional self-harm"
2-T61.773*,"2-Other fish poisoning, assault"
2-T61.774*,"2-Other fish poisoning, undetermined"
2-T61.781*,"2-Other shellfish poisoning, accidental (unintentional)"
2-T61.782*,"2-Other shellfish poisoning, intentional self-harm"
2-T61.783*,"2-Other shellfish poisoning, assault"
2-T61.784*,"2-Other shellfish poisoning, undetermined"
2-T61.8X1*,"2-Toxic effect of other seafood, accidental (unintentional)"
2-T61.8X2*,"2-Toxic effect of other seafood, intentional self-harm"
2-T61.8X3*,"2-Toxic effect of other seafood, assault"
2-T61.8X4*,"2-Toxic effect of other seafood, undetermined"
2-T61.91*,"2-Toxic effect of unspecified seafood, accidental (unintentional)"
2-T61.92*,"2-Toxic effect of unspecified seafood, intentional self-harm"
2-T61.93*,"2-Toxic effect of unspecified seafood, assault"
2-T61.94*,"2-Toxic effect of unspecified seafood, undetermined"
2-T62.0X1*,"2-Toxic effect of ingested mushrooms, accidental (unintentional)"
2-T62.0X2*,"2-Toxic effect of ingested mushrooms, intentional self-harm"
2-T62.0X3*,"2-Toxic effect of ingested mushrooms, assault"
2-T62.0X4*,"2-Toxic effect of ingested mushrooms, undetermined"
2-T62.1X1*,"2-Toxic effect of ingested berries, accidental (unintentional)"
2-T62.1X2*,"2-Toxic effect of ingested berries, intentional self-harm"
2-T62.1X3*,"2-Toxic effect of ingested berries, assault"
2-T62.1X4*,"2-Toxic effect of ingested berries, undetermined"
2-T62.2X1*,"2-Toxic effect of other ingested (parts of) plant(s), accidental (unintentional)"
2-T62.2X2*,"2-Toxic effect of other ingested (parts of) plant(s), intentional self-harm"
2-T62.2X3*,"2-Toxic effect of other ingested (parts of) plant(s), assault"
2-T62.2X4*,"2-Toxic effect of other ingested (parts of) plant(s), undetermined"
2-T62.8X1*,"2-Toxic effect of other specified noxious substances eaten as food, accidental (unintentional)"
2-T62.8X2*,"2-Toxic effect of other specified noxious substances eaten as food, intentional self-harm"
2-T62.8X3*,"2-Toxic effect of other specified noxious substances eaten as food, assault"
2-T62.8X4*,"2-Toxic effect of other specified noxious substances eaten as food, undetermined"
2-T62.91*,"2-Toxic effect of unspecified noxious substance eaten as food, accidental (unintentional)"
2-T62.92*,"2-Toxic effect of unspecified noxious substance eaten as food, intentional self-harm"
2-T62.93*,"2-Toxic effect of unspecified noxious substance eaten as food, assault"
2-T62.94*,"2-Toxic effect of unspecified noxious substance eaten as food, undetermined"
2-T63.001*,"2-Toxic effect of unspecified snake venom, accidental (unintentional)"
2-T63.002*,"2-Toxic effect of unspecified snake venom, intentional self-harm"
2-T63.003*,"2-Toxic effect of unspecified snake venom, assault"
2-T63.004*,"2-Toxic effect of unspecified snake venom, undetermined"
2-T63.011*,"2-Toxic effect of rattlesnake venom, accidental (unintentional)"
2-T63.012*,"2-Toxic effect of rattlesnake venom, intentional self-harm"
2-T63.013*,"2-Toxic effect of rattlesnake venom, assault"
2-T63.014*,"2-Toxic effect of rattlesnake venom, undetermined"
2-T63.021*,"2-Toxic effect of coral snake venom, accidental (unintentional)"
2-T63.022*,"2-Toxic effect of coral snake venom, intentional self-harm"
2-T63.023*,"2-Toxic effect of coral snake venom, assault"
2-T63.024*,"2-Toxic effect of coral snake venom, undetermined"
2-T63.031*,"2-Toxic effect of taipan venom, accidental (unintentional)"
2-T63.032*,"2-Toxic effect of taipan venom, intentional self-harm"
2-T63.033*,"2-Toxic effect of taipan venom, assault"
2-T63.034*,"2-Toxic effect of taipan venom, undetermined"
2-T63.041*,"2-Toxic effect of cobra venom, accidental (unintentional)"
2-T63.042*,"2-Toxic effect of cobra venom, intentional self-harm"
2-T63.043*,"2-Toxic effect of cobra venom, assault"
2-T63.044*,"2-Toxic effect of cobra venom, undetermined"
2-T63.061*,"2-Toxic effect of venom of other North and South American snake, accidental (unintentional)"
2-T63.062*,"2-Toxic effect of venom of other North and South American snake, intentional self-harm"
2-T63.063*,"2-Toxic effect of venom of other North and South American snake, assault"
2-T63.064*,"2-Toxic effect of venom of other North and South American snake, undetermined"
2-T63.071*,"2-Toxic effect of venom of other Australian snake, accidental (unintentional)"
2-T63.072*,"2-Toxic effect of venom of other Australian snake, intentional self-harm"
2-T63.073*,"2-Toxic effect of venom of other Australian snake, assault"
2-T63.074*,"2-Toxic effect of venom of other Australian snake, undetermined"
2-T63.081*,"2-Toxic effect of venom of other African and Asian snake, accidental (unintentional)"
2-T63.082*,"2-Toxic effect of venom of other African and Asian snake, intentional self-harm"
2-T63.083*,"2-Toxic effect of venom of other African and Asian snake, assault"
2-T63.084*,"2-Toxic effect of venom of other African and Asian snake, undetermined"
2-T63.091*,"2-Toxic effect of venom of other snake, accidental (unintentional)"
2-T63.092*,"2-Toxic effect of venom of other snake, intentional self-harm"
2-T63.093*,"2-Toxic effect of venom of other snake, assault"
2-T63.094*,"2-Toxic effect of venom of other snake, undetermined"
2-T63.111*,"2-Toxic effect of venom of gila monster, accidental (unintentional)"
2-T63.112*,"2-Toxic effect of venom of gila monster, intentional self-harm"
2-T63.113*,"2-Toxic effect of venom of gila monster, assault"
2-T63.114*,"2-Toxic effect of venom of gila monster, undetermined"
2-T63.121*,"2-Toxic effect of venom of other venomous lizard, accidental (unintentional)"
2-T63.122*,"2-Toxic effect of venom of other venomous lizard, intentional self-harm"
2-T63.123*,"2-Toxic effect of venom of other venomous lizard, assault"
2-T63.124*,"2-Toxic effect of venom of other venomous lizard, undetermined"
2-T63.191*,"2-Toxic effect of venom of other reptiles, accidental (unintentional)"
2-T63.192*,"2-Toxic effect of venom of other reptiles, intentional self-harm"
2-T63.193*,"2-Toxic effect of venom of other reptiles, assault"
2-T63.194*,"2-Toxic effect of venom of other reptiles, undetermined"
2-T63.2X1*,"2-Toxic effect of venom of scorpion, accidental (unintentional)"
2-T63.2X2*,"2-Toxic effect of venom of scorpion, intentional self-harm"
2-T63.2X3*,"2-Toxic effect of venom of scorpion, assault"
2-T63.2X4*,"2-Toxic effect of venom of scorpion, undetermined"
2-T63.301*,"2-Toxic effect of unspecified spider venom, accidental (unintentional)"
2-T63.302*,"2-Toxic effect of unspecified spider venom, intentional self-harm"
2-T63.303*,"2-Toxic effect of unspecified spider venom, assault"
2-T63.304*,"2-Toxic effect of unspecified spider venom, undetermined"
2-T63.311*,"2-Toxic effect of venom of black widow spider, accidental (unintentional)"
2-T63.312*,"2-Toxic effect of venom of black widow spider, intentional self-harm"
2-T63.313*,"2-Toxic effect of venom of black widow spider, assault"
2-T63.314*,"2-Toxic effect of venom of black widow spider, undetermined"
2-T63.321*,"2-Toxic effect of venom of tarantula, accidental (unintentional)"
2-T63.322*,"2-Toxic effect of venom of tarantula, intentional self-harm"
2-T63.323*,"2-Toxic effect of venom of tarantula, assault"
2-T63.324*,"2-Toxic effect of venom of tarantula, undetermined"
2-T63.331*,"2-Toxic effect of venom of brown recluse spider, accidental (unintentional)"
2-T63.332*,"2-Toxic effect of venom of brown recluse spider, intentional self-harm"
2-T63.333*,"2-Toxic effect of venom of brown recluse spider, assault"
2-T63.334*,"2-Toxic effect of venom of brown recluse spider, undetermined"
2-T63.391*,"2-Toxic effect of venom of other spider, accidental (unintentional)"
2-T63.392*,"2-Toxic effect of venom of other spider, intentional self-harm"
2-T63.393*,"2-Toxic effect of venom of other spider, assault"
2-T63.394*,"2-Toxic effect of venom of other spider, undetermined"
2-T63.411*,"2-Toxic effect of venom of centipedes and venomous millipedes, accidental (unintentional)"
2-T63.412*,"2-Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm"
2-T63.413*,"2-Toxic effect of venom of centipedes and venomous millipedes, assault"
2-T63.414*,"2-Toxic effect of venom of centipedes and venomous millipedes, undetermined"
2-T63.421*,"2-Toxic effect of venom of ants, accidental (unintentional)"
2-T63.422*,"2-Toxic effect of venom of ants, intentional self-harm"
2-T63.423*,"2-Toxic effect of venom of ants, assault"
2-T63.424*,"2-Toxic effect of venom of ants, undetermined"
2-T63.431*,"2-Toxic effect of venom of caterpillars, accidental (unintentional)"
2-T63.432*,"2-Toxic effect of venom of caterpillars, intentional self-harm"
2-T63.433*,"2-Toxic effect of venom of caterpillars, assault"
2-T63.434*,"2-Toxic effect of venom of caterpillars, undetermined"
2-T63.441*,"2-Toxic effect of venom of bees, accidental (unintentional)"
2-T63.442*,"2-Toxic effect of venom of bees, intentional self-harm"
2-T63.443*,"2-Toxic effect of venom of bees, assault"
2-T63.444*,"2-Toxic effect of venom of bees, undetermined"
2-T63.451*,"2-Toxic effect of venom of hornets, accidental (unintentional)"
2-T63.452*,"2-Toxic effect of venom of hornets, intentional self-harm"
2-T63.453*,"2-Toxic effect of venom of hornets, assault"
2-T63.454*,"2-Toxic effect of venom of hornets, undetermined"
2-T63.461*,"2-Toxic effect of venom of wasps, accidental (unintentional)"
2-T63.462*,"2-Toxic effect of venom of wasps, intentional self-harm"
2-T63.463*,"2-Toxic effect of venom of wasps, assault"
2-T63.464*,"2-Toxic effect of venom of wasps, undetermined"
2-T63.481*,"2-Toxic effect of venom of other arthropod, accidental (unintentional)"
2-T63.482*,"2-Toxic effect of venom of other arthropod, intentional self-harm"
2-T63.483*,"2-Toxic effect of venom of other arthropod, assault"
2-T63.484*,"2-Toxic effect of venom of other arthropod, undetermined"
2-T63.511*,"2-Toxic effect of contact with stingray, accidental (unintentional)"
2-T63.512*,"2-Toxic effect of contact with stingray, intentional self-harm"
2-T63.513*,"2-Toxic effect of contact with stingray, assault"
2-T63.514*,"2-Toxic effect of contact with stingray, undetermined"
2-T63.591*,"2-Toxic effect of contact with other venomous fish, accidental (unintentional)"
2-T63.592*,"2-Toxic effect of contact with other venomous fish, intentional self-harm"
2-T63.593*,"2-Toxic effect of contact with other venomous fish, assault"
2-T63.594*,"2-Toxic effect of contact with other venomous fish, undetermined"
2-T63.611*,"2-Toxic effect of contact with Portuguese Man-o-war, accidental (unintentional)"
2-T63.612*,"2-Toxic effect of contact with Portuguese Man-o-war, intentional self-harm"
2-T63.613*,"2-Toxic effect of contact with Portuguese Man-o-war, assault"
2-T63.614*,"2-Toxic effect of contact with Portuguese Man-o-war, undetermined"
2-T63.621*,"2-Toxic effect of contact with other jellyfish, accidental (unintentional)"
2-T63.622*,"2-Toxic effect of contact with other jellyfish, intentional self-harm"
2-T63.623*,"2-Toxic effect of contact with other jellyfish, assault"
2-T63.624*,"2-Toxic effect of contact with other jellyfish, undetermined"
2-T63.631*,"2-Toxic effect of contact with sea anemone, accidental (unintentional)"
2-T63.632*,"2-Toxic effect of contact with sea anemone, intentional self-harm"
2-T63.633*,"2-Toxic effect of contact with sea anemone, assault"
2-T63.634*,"2-Toxic effect of contact with sea anemone, undetermined"
2-T63.691*,"2-Toxic effect of contact with other venomous marine animals, accidental (unintentional)"
2-T63.692*,"2-Toxic effect of contact with other venomous marine animals, intentional self-harm"
2-T63.693*,"2-Toxic effect of contact with other venomous marine animals, assault"
2-T63.694*,"2-Toxic effect of contact with other venomous marine animals, undetermined"
2-T63.711*,"2-Toxic effect of contact with venomous marine plant, accidental (unintentional)"
2-T63.712*,"2-Toxic effect of contact with venomous marine plant, intentional self-harm"
2-T63.713*,"2-Toxic effect of contact with venomous marine plant, assault"
2-T63.714*,"2-Toxic effect of contact with venomous marine plant, undetermined"
2-T63.791*,"2-Toxic effect of contact with other venomous plant, accidental (unintentional)"
2-T63.792*,"2-Toxic effect of contact with other venomous plant, intentional self-harm"
2-T63.793*,"2-Toxic effect of contact with other venomous plant, assault"
2-T63.794*,"2-Toxic effect of contact with other venomous plant, undetermined"
2-T63.811*,"2-Toxic effect of contact with venomous frog, accidental (unintentional)"
2-T63.812*,"2-Toxic effect of contact with venomous frog, intentional self-harm"
2-T63.813*,"2-Toxic effect of contact with venomous frog, assault"
2-T63.814*,"2-Toxic effect of contact with venomous frog, undetermined"
2-T63.821*,"2-Toxic effect of contact with venomous toad, accidental (unintentional)"
2-T63.822*,"2-Toxic effect of contact with venomous toad, intentional self-harm"
2-T63.823*,"2-Toxic effect of contact with venomous toad, assault"
2-T63.824*,"2-Toxic effect of contact with venomous toad, undetermined"
2-T63.831*,"2-Toxic effect of contact with other venomous amphibian, accidental (unintentional)"
2-T63.832*,"2-Toxic effect of contact with other venomous amphibian, intentional self-harm"
2-T63.833*,"2-Toxic effect of contact with other venomous amphibian, assault"
2-T63.834*,"2-Toxic effect of contact with other venomous amphibian, undetermined"
2-T63.891*,"2-Toxic effect of contact with other venomous animals, accidental (unintentional)"
2-T63.892*,"2-Toxic effect of contact with other venomous animals, intentional self-harm"
2-T63.893*,"2-Toxic effect of contact with other venomous animals, assault"
2-T63.894*,"2-Toxic effect of contact with other venomous animals, undetermined"
2-T63.91*,"2-Toxic effect of contact with unspecified venomous animal, accidental (unintentional)"
2-T63.92*,"2-Toxic effect of contact with unspecified venomous animal, intentional self-harm"
2-T63.93*,"2-Toxic effect of contact with unspecified venomous animal, assault"
2-T63.94*,"2-Toxic effect of contact with unspecified venomous animal, undetermined"
2-T64.01*,"2-Toxic effect of aflatoxin, accidental (unintentional)"
2-T64.02*,"2-Toxic effect of aflatoxin, intentional self-harm"
2-T64.03*,"2-Toxic effect of aflatoxin, assault"
2-T64.04*,"2-Toxic effect of aflatoxin, undetermined"
2-T64.81*,"2-Toxic effect of other mycotoxin food contaminants, accidental (unintentional)"
2-T64.82*,"2-Toxic effect of other mycotoxin food contaminants, intentional self-harm"
2-T64.83*,"2-Toxic effect of other mycotoxin food contaminants, assault"
2-T64.84*,"2-Toxic effect of other mycotoxin food contaminants, undetermined"
2-T65.0X1*,"2-Toxic effect of cyanides, accidental (unintentional)"
2-T65.0X2*,"2-Toxic effect of cyanides, intentional self-harm"
2-T65.0X3*,"2-Toxic effect of cyanides, assault"
2-T65.0X4*,"2-Toxic effect of cyanides, undetermined"
2-T65.1X1*,"2-Toxic effect of strychnine and its salts, accidental (unintentional)"
2-T65.1X2*,"2-Toxic effect of strychnine and its salts, intentional self-harm"
2-T65.1X3*,"2-Toxic effect of strychnine and its salts, assault"
2-T65.1X4*,"2-Toxic effect of strychnine and its salts, undetermined"
2-T65.211*,"2-Toxic effect of chewing tobacco, accidental (unintentional)"
2-T65.212*,"2-Toxic effect of chewing tobacco, intentional self-harm"
2-T65.213*,"2-Toxic effect of chewing tobacco, assault"
2-T65.214*,"2-Toxic effect of chewing tobacco, undetermined"
2-T65.221*,"2-Toxic effect of tobacco cigarettes, accidental (unintentional)"
2-T65.222*,"2-Toxic effect of tobacco cigarettes, intentional self-harm"
2-T65.223*,"2-Toxic effect of tobacco cigarettes, assault"
2-T65.224*,"2-Toxic effect of tobacco cigarettes, undetermined"
2-T65.291*,"2-Toxic effect of other tobacco and nicotine, accidental (unintentional)"
2-T65.292*,"2-Toxic effect of other tobacco and nicotine, intentional self-harm"
2-T65.293*,"2-Toxic effect of other tobacco and nicotine, assault"
2-T65.294*,"2-Toxic effect of other tobacco and nicotine, undetermined"
2-T65.3X1*,"2-Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, accidental (unintentional)"
2-T65.3X2*,"2-Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm"
2-T65.3X3*,"2-Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, assault"
2-T65.3X4*,"2-Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, undetermined"
2-T65.4X1*,"2-Toxic effect of carbon disulfide, accidental (unintentional)"
2-T65.4X2*,"2-Toxic effect of carbon disulfide, intentional self-harm"
2-T65.4X3*,"2-Toxic effect of carbon disulfide, assault"
2-T65.4X4*,"2-Toxic effect of carbon disulfide, undetermined"
2-T65.5X1*,"2-Toxic effect of nitroglycerin and other nitric acids and esters, accidental (unintentional)"
2-T65.5X2*,"2-Toxic effect of nitroglycerin and other nitric acids and esters, intentional self-harm"
2-T65.5X3*,"2-Toxic effect of nitroglycerin and other nitric acids and esters, assault"
2-T65.5X4*,"2-Toxic effect of nitroglycerin and other nitric acids and esters, undetermined"
2-T65.6X1*,"2-Toxic effect of paints and dyes, not elsewhere classified, accidental (unintentional)"
2-T65.6X2*,"2-Toxic effect of paints and dyes, not elsewhere classified, intentional self-harm"
2-T65.6X3*,"2-Toxic effect of paints and dyes, not elsewhere classified, assault"
2-T65.6X4*,"2-Toxic effect of paints and dyes, not elsewhere classified, undetermined"
2-T65.811*,"2-Toxic effect of latex, accidental (unintentional)"
2-T65.812*,"2-Toxic effect of latex, intentional self-harm"
2-T65.813*,"2-Toxic effect of latex, assault"
2-T65.814*,"2-Toxic effect of latex, undetermined"
2-T65.821*,"2-Toxic effect of harmful algae and algae toxins, accidental (unintentional)"
2-T65.822*,"2-Toxic effect of harmful algae and algae toxins, intentional self-harm"
2-T65.823*,"2-Toxic effect of harmful algae and algae toxins, assault"
2-T65.824*,"2-Toxic effect of harmful algae and algae toxins, undetermined"
2-T65.831*,"2-Toxic effect of fiberglass, accidental (unintentional)"
2-T65.832*,"2-Toxic effect of fiberglass, intentional self-harm"
2-T65.833*,"2-Toxic effect of fiberglass, assault"
2-T65.834*,"2-Toxic effect of fiberglass, undetermined"
2-T65.891*,"2-Toxic effect of other specified substances, accidental (unintentional)"
2-T65.892*,"2-Toxic effect of other specified substances, intentional self-harm"
2-T65.893*,"2-Toxic effect of other specified substances, assault"
2-T65.894*,"2-Toxic effect of other specified substances, undetermined"
2-T65.91*,"2-Toxic effect of unspecified substance, accidental (unintentional)"
2-T65.92*,"2-Toxic effect of unspecified substance, intentional self-harm"
2-T65.93*,"2-Toxic effect of unspecified substance, assault"
2-T65.94*,"2-Toxic effect of unspecified substance, undetermined"
2-T66*,"2-Radiation sickness, unspecified"
2-T67.01*,2-Heatstroke and sunstroke
2-T67.02*,2-Exertional heatstroke
2-T67.09*,2-Other heatstroke and sunstroke
2-T67.1*,2-Heat syncope
2-T67.2*,2-Heat cramp
2-T67.3*,"2-Heat exhaustion, anhydrotic"
2-T67.4*,2-Heat exhaustion due to salt depletion
2-T67.5*,"2-Heat exhaustion, unspecified"
2-T67.6*,"2-Heat fatigue, transient"
2-T67.7*,2-Heat edema
2-T67.8*,2-Other effects of heat and light
2-T67.9*,"2-Effect of heat and light, unspecified"
2-T68*,2-Hypothermia
2-T69.01*,2-Immersion hand
2-T69.02*,2-Immersion foot
2-T69.1*,2-Chilblains
2-T69.8*,2-Other specified effects of reduced temperature
2-T69.9*,"2-Effect of reduced temperature, unspecified"
2-T70.0*,2-Otitic barotrauma
2-T70.1*,2-Sinus barotrauma
2-T70.20*,2-Unspecified effects of high altitude
2-T70.29*,2-Other effects of high altitude
2-T70.3*,2-Caisson disease [decompression sickness]
2-T70.4*,2-Effects of high-pressure fluids
2-T70.8*,2-Other effects of air pressure and water pressure
2-T70.9*,"2-Effect of air pressure and water pressure, unspecified"
2-T71.111*,"2-Asphyxiation due to smothering under pillow, accidental"
2-T71.112*,"2-Asphyxiation due to smothering under pillow, intentional self-harm"
2-T71.113*,"2-Asphyxiation due to smothering under pillow, assault"
2-T71.114*,"2-Asphyxiation due to smothering under pillow, undetermined"
2-T71.121*,"2-Asphyxiation due to plastic bag, accidental"
2-T71.122*,"2-Asphyxiation due to plastic bag, intentional self-harm"
2-T71.123*,"2-Asphyxiation due to plastic bag, assault"
2-T71.124*,"2-Asphyxiation due to plastic bag, undetermined"
2-T71.131*,"2-Asphyxiation due to being trapped in bed linens, accidental"
2-T71.132*,"2-Asphyxiation due to being trapped in bed linens, intentional self-harm"
2-T71.133*,"2-Asphyxiation due to being trapped in bed linens, assault"
2-T71.134*,"2-Asphyxiation due to being trapped in bed linens, undetermined"
2-T71.141*,"2-Asphyxiation due to smothering under another person's body (in bed), accidental"
2-T71.143*,"2-Asphyxiation due to smothering under another person's body (in bed), assault"
2-T71.144*,"2-Asphyxiation due to smothering under another person's body (in bed), undetermined"
2-T71.151*,"2-Asphyxiation due to smothering in furniture, accidental"
2-T71.152*,"2-Asphyxiation due to smothering in furniture, intentional self-harm"
2-T71.153*,"2-Asphyxiation due to smothering in furniture, assault"
2-T71.154*,"2-Asphyxiation due to smothering in furniture, undetermined"
2-T71.161*,"2-Asphyxiation due to hanging, accidental"
2-T71.162*,"2-Asphyxiation due to hanging, intentional self-harm"
2-T71.163*,"2-Asphyxiation due to hanging, assault"
2-T71.164*,"2-Asphyxiation due to hanging, undetermined"
2-T71.191*,"2-Asphyxiation due to mechanical threat to breathing due to other causes, accidental"
2-T71.192*,"2-Asphyxiation due to mechanical threat to breathing due to other causes, intentional self-harm"
2-T71.193*,"2-Asphyxiation due to mechanical threat to breathing due to other causes, assault"
2-T71.194*,"2-Asphyxiation due to mechanical threat to breathing due to other causes, undetermined"
2-T71.20*,2-Asphyxiation due to systemic oxygen deficiency due to low oxygen content in ambient air due to unspecified cause
2-T71.21*,2-Asphyxiation due to cave-in or falling earth
2-T71.221*,"2-Asphyxiation due to being trapped in a car trunk, accidental"
2-T71.222*,"2-Asphyxiation due to being trapped in a car trunk, intentional self-harm"
2-T71.223*,"2-Asphyxiation due to being trapped in a car trunk, assault"
2-T71.224*,"2-Asphyxiation due to being trapped in a car trunk, undetermined"
2-T71.231*,"2-Asphyxiation due to being trapped in a (discarded) refrigerator, accidental"
2-T71.232*,"2-Asphyxiation due to being trapped in a (discarded) refrigerator, intentional self-harm"
2-T71.233*,"2-Asphyxiation due to being trapped in a (discarded) refrigerator, assault"
2-T71.234*,"2-Asphyxiation due to being trapped in a (discarded) refrigerator, undetermined"
2-T71.29*,2-Asphyxiation due to being trapped in other low oxygen environment
2-T71.9*,2-Asphyxiation due to unspecified cause
2-T73.0*,2-Starvation
2-T73.1*,2-Deprivation of water
2-T73.2*,2-Exhaustion due to exposure
2-T73.3*,2-Exhaustion due to excessive exertion
2-T73.8*,2-Other effects of deprivation
2-T73.9*,"2-Effect of deprivation, unspecified"
2-T74.01*,"2-Adult neglect or abandonment, confirmed"
2-T74.02*,"2-Child neglect or abandonment, confirmed"
2-T74.11*,"2-Adult physical abuse, confirmed"
2-T74.12*,"2-Child physical abuse, confirmed"
2-T74.21*,"2-Adult sexual abuse, confirmed"
2-T74.22*,"2-Child sexual abuse, confirmed"
2-T74.31*,"2-Adult psychological abuse, confirmed"
2-T74.32*,"2-Child psychological abuse, confirmed"
2-T74.4*,2-Shaken infant syndrome
2-T74.51*,"2-Adult forced sexual exploitation, confirmed"
2-T74.52*,"2-Child sexual exploitation, confirmed"
2-T74.61*,"2-Adult forced labor exploitation, confirmed"
2-T74.62*,"2-Child forced labor exploitation, confirmed"
2-T74.91*,"2-Unspecified adult maltreatment, confirmed"
2-T74.92*,"2-Unspecified child maltreatment, confirmed"
2-T74.A1*,"2-Adult financial abuse, confirmed"
2-T74.A2*,"2-Child financial abuse, confirmed"
2-T75.00*,2-Unspecified effects of lightning
2-T75.01*,2-Shock due to being struck by lightning
2-T75.09*,2-Other effects of lightning
2-T75.1*,2-Unspecified effects of drowning and nonfatal submersion
2-T75.20*,2-Unspecified effects of vibration
2-T75.21*,2-Pneumatic hammer syndrome
2-T75.22*,2-Traumatic vasospastic syndrome
2-T75.23*,2-Vertigo from infrasound
2-T75.29*,2-Other effects of vibration
2-T75.3*,2-Motion sickness
2-T75.4*,2-Electrocution
2-T75.81*,2-Effects of abnormal gravitation [G] forces
2-T75.82*,2-Effects of weightlessness
2-T75.89*,2-Other specified effects of external causes
2-T76.01*,"2-Adult neglect or abandonment, suspected"
2-T76.02*,"2-Child neglect or abandonment, suspected"
2-T76.11*,"2-Adult physical abuse, suspected"
2-T76.12*,"2-Child physical abuse, suspected"
2-T76.21*,"2-Adult sexual abuse, suspected"
2-T76.22*,"2-Child sexual abuse, suspected"
2-T76.31*,"2-Adult psychological abuse, suspected"
2-T76.32*,"2-Child psychological abuse, suspected"
2-T76.51*,"2-Adult forced sexual exploitation, suspected"
2-T76.52*,"2-Child sexual exploitation, suspected"
2-T76.61*,"2-Adult forced labor exploitation, suspected"
2-T76.62*,"2-Child forced labor exploitation, suspected"
2-T76.91*,"2-Unspecified adult maltreatment, suspected"
2-T76.92*,"2-Unspecified child maltreatment, suspected"
2-T76.A1*,"2-Adult financial abuse, suspected"
2-T76.A2*,"2-Child financial abuse, suspected"
2-T78.00*,2-Anaphylactic reaction due to unspecified food
2-T78.01*,2-Anaphylactic reaction due to peanuts
2-T78.02*,2-Anaphylactic reaction due to shellfish (crustaceans)
2-T78.03*,2-Anaphylactic reaction due to other fish
2-T78.04*,2-Anaphylactic reaction due to fruits and vegetables
2-T78.05*,2-Anaphylactic reaction due to tree nuts and seeds
