Name	Name1	Desc	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	V1	added
V45.1XXD	V451XXD	Car passenger injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V45	V45.1	NA	V45.1	V45.1XXD	V451XXD Car passenger injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter	1
V45.1XXS	V451XXS	Car passenger injured in collision with railway train or railway vehicle in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V45	V45.1	NA	V45.1	V45.1XXS	V451XXS Car passenger injured in collision with railway train or railway vehicle in nontraffic accident, sequela	1
V45.2	V452	Person on outside of car injured in collision with railway train or railway vehicle in nontraffic accident	Root	V00-Y99	V40-V49	V45	V45.2				NA	0
V45.2XXA	V452XXA	Person on outside of car injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V45	V45.2	NA	V45.2	V45.2XXA	V452XXA Person on outside of car injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter	1
V45.2XXD	V452XXD	Person on outside of car injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V45	V45.2	NA	V45.2	V45.2XXD	V452XXD Person on outside of car injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter	1
V45.2XXS	V452XXS	Person on outside of car injured in collision with railway train or railway vehicle in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V45	V45.2	NA	V45.2	V45.2XXS	V452XXS Person on outside of car injured in collision with railway train or railway vehicle in nontraffic accident, sequela	1
V45.3	V453	Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident	Root	V00-Y99	V40-V49	V45	V45.3				NA	0
V45.3XXA	V453XXA	Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V45	V45.3	NA	V45.3	V45.3XXA	V453XXA Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter	1
V45.3XXD	V453XXD	Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V45	V45.3	NA	V45.3	V45.3XXD	V453XXD Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter	1
V45.3XXS	V453XXS	Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V45	V45.3	NA	V45.3	V45.3XXS	V453XXS Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident, sequela	1
V45.4	V454	Person boarding or alighting a car injured in collision with railway train or railway vehicle	Root	V00-Y99	V40-V49	V45	V45.4				NA	0
V45.4XXA	V454XXA	Person boarding or alighting a car injured in collision with railway train or railway vehicle, initial encounter	Root	V00-Y99	V40-V49	V45	V45.4	NA	V45.4	V45.4XXA	V454XXA Person boarding or alighting a car injured in collision with railway train or railway vehicle, initial encounter	1
V45.4XXD	V454XXD	Person boarding or alighting a car injured in collision with railway train or railway vehicle, subsequent encounter	Root	V00-Y99	V40-V49	V45	V45.4	NA	V45.4	V45.4XXD	V454XXD Person boarding or alighting a car injured in collision with railway train or railway vehicle, subsequent encounter	1
V45.4XXS	V454XXS	Person boarding or alighting a car injured in collision with railway train or railway vehicle, sequela	Root	V00-Y99	V40-V49	V45	V45.4	NA	V45.4	V45.4XXS	V454XXS Person boarding or alighting a car injured in collision with railway train or railway vehicle, sequela	1
V45.5	V455	Car driver injured in collision with railway train or railway vehicle in traffic accident	Root	V00-Y99	V40-V49	V45	V45.5				NA	0
V45.5XXA	V455XXA	Car driver injured in collision with railway train or railway vehicle in traffic accident, initial encounter	Root	V00-Y99	V40-V49	V45	V45.5	NA	V45.5	V45.5XXA	V455XXA Car driver injured in collision with railway train or railway vehicle in traffic accident, initial encounter	1
V45.5XXD	V455XXD	Car driver injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V45	V45.5	NA	V45.5	V45.5XXD	V455XXD Car driver injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter	1
V45.5XXS	V455XXS	Car driver injured in collision with railway train or railway vehicle in traffic accident, sequela	Root	V00-Y99	V40-V49	V45	V45.5	NA	V45.5	V45.5XXS	V455XXS Car driver injured in collision with railway train or railway vehicle in traffic accident, sequela	1
V45.6	V456	Car passenger injured in collision with railway train or railway vehicle in traffic accident	Root	V00-Y99	V40-V49	V45	V45.6				NA	0
V45.6XXA	V456XXA	Car passenger injured in collision with railway train or railway vehicle in traffic accident, initial encounter	Root	V00-Y99	V40-V49	V45	V45.6	NA	V45.6	V45.6XXA	V456XXA Car passenger injured in collision with railway train or railway vehicle in traffic accident, initial encounter	1
V45.6XXD	V456XXD	Car passenger injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V45	V45.6	NA	V45.6	V45.6XXD	V456XXD Car passenger injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter	1
V45.6XXS	V456XXS	Car passenger injured in collision with railway train or railway vehicle in traffic accident, sequela	Root	V00-Y99	V40-V49	V45	V45.6	NA	V45.6	V45.6XXS	V456XXS Car passenger injured in collision with railway train or railway vehicle in traffic accident, sequela	1
V45.7	V457	Person on outside of car injured in collision with railway train or railway vehicle in traffic accident	Root	V00-Y99	V40-V49	V45	V45.7				NA	0
V45.7XXA	V457XXA	Person on outside of car injured in collision with railway train or railway vehicle in traffic accident, initial encounter	Root	V00-Y99	V40-V49	V45	V45.7	NA	V45.7	V45.7XXA	V457XXA Person on outside of car injured in collision with railway train or railway vehicle in traffic accident, initial encounter	1
V45.7XXD	V457XXD	Person on outside of car injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V45	V45.7	NA	V45.7	V45.7XXD	V457XXD Person on outside of car injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter	1
V45.7XXS	V457XXS	Person on outside of car injured in collision with railway train or railway vehicle in traffic accident, sequela	Root	V00-Y99	V40-V49	V45	V45.7	NA	V45.7	V45.7XXS	V457XXS Person on outside of car injured in collision with railway train or railway vehicle in traffic accident, sequela	1
V45.9	V459	Unspecified car occupant injured in collision with railway train or railway vehicle in traffic accident	Root	V00-Y99	V40-V49	V45	V45.9				NA	0
V45.9XXA	V459XXA	Unspecified car occupant injured in collision with railway train or railway vehicle in traffic accident, initial encounter	Root	V00-Y99	V40-V49	V45	V45.9	NA	V45.9	V45.9XXA	V459XXA Unspecified car occupant injured in collision with railway train or railway vehicle in traffic accident, initial encounter	1
V45.9XXD	V459XXD	Unspecified car occupant injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V45	V45.9	NA	V45.9	V45.9XXD	V459XXD Unspecified car occupant injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter	1
V45.9XXS	V459XXS	Unspecified car occupant injured in collision with railway train or railway vehicle in traffic accident, sequela	Root	V00-Y99	V40-V49	V45	V45.9	NA	V45.9	V45.9XXS	V459XXS Unspecified car occupant injured in collision with railway train or railway vehicle in traffic accident, sequela	1
V46	V46	Car occupant injured in collision with other nonmotor vehicle	Root	V00-Y99	V40-V49	V46					NA	0
V46.0	V460	Car driver injured in collision with other nonmotor vehicle in nontraffic accident	Root	V00-Y99	V40-V49	V46	V46.0				NA	0
V46.0XXA	V460XXA	Car driver injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V46	V46.0	NA	V46.0	V46.0XXA	V460XXA Car driver injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter	1
V46.0XXD	V460XXD	Car driver injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V46	V46.0	NA	V46.0	V46.0XXD	V460XXD Car driver injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter	1
V46.0XXS	V460XXS	Car driver injured in collision with other nonmotor vehicle in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V46	V46.0	NA	V46.0	V46.0XXS	V460XXS Car driver injured in collision with other nonmotor vehicle in nontraffic accident, sequela	1
V46.1	V461	Car passenger injured in collision with other nonmotor vehicle in nontraffic accident	Root	V00-Y99	V40-V49	V46	V46.1				NA	0
V46.1XXA	V461XXA	Car passenger injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V46	V46.1	NA	V46.1	V46.1XXA	V461XXA Car passenger injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter	1
V46.1XXD	V461XXD	Car passenger injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V46	V46.1	NA	V46.1	V46.1XXD	V461XXD Car passenger injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter	1
V46.1XXS	V461XXS	Car passenger injured in collision with other nonmotor vehicle in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V46	V46.1	NA	V46.1	V46.1XXS	V461XXS Car passenger injured in collision with other nonmotor vehicle in nontraffic accident, sequela	1
V46.2	V462	Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident	Root	V00-Y99	V40-V49	V46	V46.2				NA	0
V46.2XXA	V462XXA	Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V46	V46.2	NA	V46.2	V46.2XXA	V462XXA Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter	1
V46.2XXD	V462XXD	Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V46	V46.2	NA	V46.2	V46.2XXD	V462XXD Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter	1
V46.2XXS	V462XXS	Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V46	V46.2	NA	V46.2	V46.2XXS	V462XXS Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident, sequela	1
V46.3	V463	Unspecified car occupant injured in collision with other nonmotor vehicle in nontraffic accident	Root	V00-Y99	V40-V49	V46	V46.3				NA	0
V46.3XXA	V463XXA	Unspecified car occupant injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V46	V46.3	NA	V46.3	V46.3XXA	V463XXA Unspecified car occupant injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter	1
V46.3XXD	V463XXD	Unspecified car occupant injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V46	V46.3	NA	V46.3	V46.3XXD	V463XXD Unspecified car occupant injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter	1
V46.3XXS	V463XXS	Unspecified car occupant injured in collision with other nonmotor vehicle in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V46	V46.3	NA	V46.3	V46.3XXS	V463XXS Unspecified car occupant injured in collision with other nonmotor vehicle in nontraffic accident, sequela	1
V46.4	V464	Person boarding or alighting a car injured in collision with other nonmotor vehicle	Root	V00-Y99	V40-V49	V46	V46.4				NA	0
V46.4XXA	V464XXA	Person boarding or alighting a car injured in collision with other nonmotor vehicle, initial encounter	Root	V00-Y99	V40-V49	V46	V46.4	NA	V46.4	V46.4XXA	V464XXA Person boarding or alighting a car injured in collision with other nonmotor vehicle, initial encounter	1
V46.4XXD	V464XXD	Person boarding or alighting a car injured in collision with other nonmotor vehicle, subsequent encounter	Root	V00-Y99	V40-V49	V46	V46.4	NA	V46.4	V46.4XXD	V464XXD Person boarding or alighting a car injured in collision with other nonmotor vehicle, subsequent encounter	1
V46.4XXS	V464XXS	Person boarding or alighting a car injured in collision with other nonmotor vehicle, sequela	Root	V00-Y99	V40-V49	V46	V46.4	NA	V46.4	V46.4XXS	V464XXS Person boarding or alighting a car injured in collision with other nonmotor vehicle, sequela	1
V46.5	V465	Car driver injured in collision with other nonmotor vehicle in traffic accident	Root	V00-Y99	V40-V49	V46	V46.5				NA	0
V46.5XXA	V465XXA	Car driver injured in collision with other nonmotor vehicle in traffic accident, initial encounter	Root	V00-Y99	V40-V49	V46	V46.5	NA	V46.5	V46.5XXA	V465XXA Car driver injured in collision with other nonmotor vehicle in traffic accident, initial encounter	1
V46.5XXD	V465XXD	Car driver injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V46	V46.5	NA	V46.5	V46.5XXD	V465XXD Car driver injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter	1
V46.5XXS	V465XXS	Car driver injured in collision with other nonmotor vehicle in traffic accident, sequela	Root	V00-Y99	V40-V49	V46	V46.5	NA	V46.5	V46.5XXS	V465XXS Car driver injured in collision with other nonmotor vehicle in traffic accident, sequela	1
V46.6	V466	Car passenger injured in collision with other nonmotor vehicle in traffic accident	Root	V00-Y99	V40-V49	V46	V46.6				NA	0
V46.6XXA	V466XXA	Car passenger injured in collision with other nonmotor vehicle in traffic accident, initial encounter	Root	V00-Y99	V40-V49	V46	V46.6	NA	V46.6	V46.6XXA	V466XXA Car passenger injured in collision with other nonmotor vehicle in traffic accident, initial encounter	1
V46.6XXD	V466XXD	Car passenger injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V46	V46.6	NA	V46.6	V46.6XXD	V466XXD Car passenger injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter	1
V46.6XXS	V466XXS	Car passenger injured in collision with other nonmotor vehicle in traffic accident, sequela	Root	V00-Y99	V40-V49	V46	V46.6	NA	V46.6	V46.6XXS	V466XXS Car passenger injured in collision with other nonmotor vehicle in traffic accident, sequela	1
V46.7	V467	Person on outside of car injured in collision with other nonmotor vehicle in traffic accident	Root	V00-Y99	V40-V49	V46	V46.7				NA	0
V46.7XXA	V467XXA	Person on outside of car injured in collision with other nonmotor vehicle in traffic accident, initial encounter	Root	V00-Y99	V40-V49	V46	V46.7	NA	V46.7	V46.7XXA	V467XXA Person on outside of car injured in collision with other nonmotor vehicle in traffic accident, initial encounter	1
V46.7XXD	V467XXD	Person on outside of car injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V46	V46.7	NA	V46.7	V46.7XXD	V467XXD Person on outside of car injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter	1
V46.7XXS	V467XXS	Person on outside of car injured in collision with other nonmotor vehicle in traffic accident, sequela	Root	V00-Y99	V40-V49	V46	V46.7	NA	V46.7	V46.7XXS	V467XXS Person on outside of car injured in collision with other nonmotor vehicle in traffic accident, sequela	1
V46.9	V469	Unspecified car occupant injured in collision with other nonmotor vehicle in traffic accident	Root	V00-Y99	V40-V49	V46	V46.9				NA	0
V46.9XXA	V469XXA	Unspecified car occupant injured in collision with other nonmotor vehicle in traffic accident, initial encounter	Root	V00-Y99	V40-V49	V46	V46.9	NA	V46.9	V46.9XXA	V469XXA Unspecified car occupant injured in collision with other nonmotor vehicle in traffic accident, initial encounter	1
V46.9XXD	V469XXD	Unspecified car occupant injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V46	V46.9	NA	V46.9	V46.9XXD	V469XXD Unspecified car occupant injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter	1
V46.9XXS	V469XXS	Unspecified car occupant injured in collision with other nonmotor vehicle in traffic accident, sequela	Root	V00-Y99	V40-V49	V46	V46.9	NA	V46.9	V46.9XXS	V469XXS Unspecified car occupant injured in collision with other nonmotor vehicle in traffic accident, sequela	1
V47	V47	Car occupant injured in collision with fixed or stationary object	Root	V00-Y99	V40-V49	V47					NA	0
V47.0	V470	Car driver injured in collision with fixed or stationary object in nontraffic accident	Root	V00-Y99	V40-V49	V47	V47.0				NA	0
V47.0XXA	V470XXA	Car driver injured in collision with fixed or stationary object in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V47	V47.0	NA	V47.0	V47.0XXA	V470XXA Car driver injured in collision with fixed or stationary object in nontraffic accident, initial encounter	1
V47.0XXD	V470XXD	Car driver injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V47	V47.0	NA	V47.0	V47.0XXD	V470XXD Car driver injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter	1
V47.0XXS	V470XXS	Car driver injured in collision with fixed or stationary object in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V47	V47.0	NA	V47.0	V47.0XXS	V470XXS Car driver injured in collision with fixed or stationary object in nontraffic accident, sequela	1
V47.1	V471	Car passenger injured in collision with fixed or stationary object in nontraffic accident	Root	V00-Y99	V40-V49	V47	V47.1				NA	0
V47.1XXA	V471XXA	Car passenger injured in collision with fixed or stationary object in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V47	V47.1	NA	V47.1	V47.1XXA	V471XXA Car passenger injured in collision with fixed or stationary object in nontraffic accident, initial encounter	1
V47.1XXD	V471XXD	Car passenger injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V47	V47.1	NA	V47.1	V47.1XXD	V471XXD Car passenger injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter	1
V47.1XXS	V471XXS	Car passenger injured in collision with fixed or stationary object in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V47	V47.1	NA	V47.1	V47.1XXS	V471XXS Car passenger injured in collision with fixed or stationary object in nontraffic accident, sequela	1
V47.2	V472	Person on outside of car injured in collision with fixed or stationary object in nontraffic accident	Root	V00-Y99	V40-V49	V47	V47.2				NA	0
V47.2XXA	V472XXA	Person on outside of car injured in collision with fixed or stationary object in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V47	V47.2	NA	V47.2	V47.2XXA	V472XXA Person on outside of car injured in collision with fixed or stationary object in nontraffic accident, initial encounter	1
V47.2XXD	V472XXD	Person on outside of car injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V47	V47.2	NA	V47.2	V47.2XXD	V472XXD Person on outside of car injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter	1
V47.2XXS	V472XXS	Person on outside of car injured in collision with fixed or stationary object in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V47	V47.2	NA	V47.2	V47.2XXS	V472XXS Person on outside of car injured in collision with fixed or stationary object in nontraffic accident, sequela	1
V47.3	V473	Unspecified car occupant injured in collision with fixed or stationary object in nontraffic accident	Root	V00-Y99	V40-V49	V47	V47.3				NA	0
V47.3XXA	V473XXA	Unspecified car occupant injured in collision with fixed or stationary object in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V47	V47.3	NA	V47.3	V47.3XXA	V473XXA Unspecified car occupant injured in collision with fixed or stationary object in nontraffic accident, initial encounter	1
V47.3XXD	V473XXD	Unspecified car occupant injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V47	V47.3	NA	V47.3	V47.3XXD	V473XXD Unspecified car occupant injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter	1
V47.3XXS	V473XXS	Unspecified car occupant injured in collision with fixed or stationary object in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V47	V47.3	NA	V47.3	V47.3XXS	V473XXS Unspecified car occupant injured in collision with fixed or stationary object in nontraffic accident, sequela	1
V47.4	V474	Person boarding or alighting a car injured in collision with fixed or stationary object	Root	V00-Y99	V40-V49	V47	V47.4				NA	0
V47.4XXA	V474XXA	Person boarding or alighting a car injured in collision with fixed or stationary object, initial encounter	Root	V00-Y99	V40-V49	V47	V47.4	NA	V47.4	V47.4XXA	V474XXA Person boarding or alighting a car injured in collision with fixed or stationary object, initial encounter	1
V47.4XXD	V474XXD	Person boarding or alighting a car injured in collision with fixed or stationary object, subsequent encounter	Root	V00-Y99	V40-V49	V47	V47.4	NA	V47.4	V47.4XXD	V474XXD Person boarding or alighting a car injured in collision with fixed or stationary object, subsequent encounter	1
V47.4XXS	V474XXS	Person boarding or alighting a car injured in collision with fixed or stationary object, sequela	Root	V00-Y99	V40-V49	V47	V47.4	NA	V47.4	V47.4XXS	V474XXS Person boarding or alighting a car injured in collision with fixed or stationary object, sequela	1
V47.5	V475	Car driver injured in collision with fixed or stationary object in traffic accident	Root	V00-Y99	V40-V49	V47	V47.5				NA	0
V47.5XXA	V475XXA	Car driver injured in collision with fixed or stationary object in traffic accident, initial encounter	Root	V00-Y99	V40-V49	V47	V47.5	NA	V47.5	V47.5XXA	V475XXA Car driver injured in collision with fixed or stationary object in traffic accident, initial encounter	1
V47.5XXD	V475XXD	Car driver injured in collision with fixed or stationary object in traffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V47	V47.5	NA	V47.5	V47.5XXD	V475XXD Car driver injured in collision with fixed or stationary object in traffic accident, subsequent encounter	1
V47.5XXS	V475XXS	Car driver injured in collision with fixed or stationary object in traffic accident, sequela	Root	V00-Y99	V40-V49	V47	V47.5	NA	V47.5	V47.5XXS	V475XXS Car driver injured in collision with fixed or stationary object in traffic accident, sequela	1
V47.6	V476	Car passenger injured in collision with fixed or stationary object in traffic accident	Root	V00-Y99	V40-V49	V47	V47.6				NA	0
V47.6XXA	V476XXA	Car passenger injured in collision with fixed or stationary object in traffic accident, initial encounter	Root	V00-Y99	V40-V49	V47	V47.6	NA	V47.6	V47.6XXA	V476XXA Car passenger injured in collision with fixed or stationary object in traffic accident, initial encounter	1
V47.6XXD	V476XXD	Car passenger injured in collision with fixed or stationary object in traffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V47	V47.6	NA	V47.6	V47.6XXD	V476XXD Car passenger injured in collision with fixed or stationary object in traffic accident, subsequent encounter	1
V47.6XXS	V476XXS	Car passenger injured in collision with fixed or stationary object in traffic accident, sequela	Root	V00-Y99	V40-V49	V47	V47.6	NA	V47.6	V47.6XXS	V476XXS Car passenger injured in collision with fixed or stationary object in traffic accident, sequela	1
V47.7	V477	Person on outside of car injured in collision with fixed or stationary object in traffic accident	Root	V00-Y99	V40-V49	V47	V47.7				NA	0
V47.7XXA	V477XXA	Person on outside of car injured in collision with fixed or stationary object in traffic accident, initial encounter	Root	V00-Y99	V40-V49	V47	V47.7	NA	V47.7	V47.7XXA	V477XXA Person on outside of car injured in collision with fixed or stationary object in traffic accident, initial encounter	1
V47.7XXD	V477XXD	Person on outside of car injured in collision with fixed or stationary object in traffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V47	V47.7	NA	V47.7	V47.7XXD	V477XXD Person on outside of car injured in collision with fixed or stationary object in traffic accident, subsequent encounter	1
V47.7XXS	V477XXS	Person on outside of car injured in collision with fixed or stationary object in traffic accident, sequela	Root	V00-Y99	V40-V49	V47	V47.7	NA	V47.7	V47.7XXS	V477XXS Person on outside of car injured in collision with fixed or stationary object in traffic accident, sequela	1
V47.9	V479	Unspecified car occupant injured in collision with fixed or stationary object in traffic accident	Root	V00-Y99	V40-V49	V47	V47.9				NA	0
V47.9XXA	V479XXA	Unspecified car occupant injured in collision with fixed or stationary object in traffic accident, initial encounter	Root	V00-Y99	V40-V49	V47	V47.9	NA	V47.9	V47.9XXA	V479XXA Unspecified car occupant injured in collision with fixed or stationary object in traffic accident, initial encounter	1
V47.9XXD	V479XXD	Unspecified car occupant injured in collision with fixed or stationary object in traffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V47	V47.9	NA	V47.9	V47.9XXD	V479XXD Unspecified car occupant injured in collision with fixed or stationary object in traffic accident, subsequent encounter	1
V47.9XXS	V479XXS	Unspecified car occupant injured in collision with fixed or stationary object in traffic accident, sequela	Root	V00-Y99	V40-V49	V47	V47.9	NA	V47.9	V47.9XXS	V479XXS Unspecified car occupant injured in collision with fixed or stationary object in traffic accident, sequela	1
V48	V48	Car occupant injured in noncollision transport accident	Root	V00-Y99	V40-V49	V48					NA	0
V48.0	V480	Car driver injured in noncollision transport accident in nontraffic accident	Root	V00-Y99	V40-V49	V48	V48.0				NA	0
V48.0XXA	V480XXA	Car driver injured in noncollision transport accident in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V48	V48.0	NA	V48.0	V48.0XXA	V480XXA Car driver injured in noncollision transport accident in nontraffic accident, initial encounter	1
V48.0XXD	V480XXD	Car driver injured in noncollision transport accident in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V48	V48.0	NA	V48.0	V48.0XXD	V480XXD Car driver injured in noncollision transport accident in nontraffic accident, subsequent encounter	1
V48.0XXS	V480XXS	Car driver injured in noncollision transport accident in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V48	V48.0	NA	V48.0	V48.0XXS	V480XXS Car driver injured in noncollision transport accident in nontraffic accident, sequela	1
V48.1	V481	Car passenger injured in noncollision transport accident in nontraffic accident	Root	V00-Y99	V40-V49	V48	V48.1				NA	0
V48.1XXA	V481XXA	Car passenger injured in noncollision transport accident in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V48	V48.1	NA	V48.1	V48.1XXA	V481XXA Car passenger injured in noncollision transport accident in nontraffic accident, initial encounter	1
V48.1XXD	V481XXD	Car passenger injured in noncollision transport accident in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V48	V48.1	NA	V48.1	V48.1XXD	V481XXD Car passenger injured in noncollision transport accident in nontraffic accident, subsequent encounter	1
V48.1XXS	V481XXS	Car passenger injured in noncollision transport accident in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V48	V48.1	NA	V48.1	V48.1XXS	V481XXS Car passenger injured in noncollision transport accident in nontraffic accident, sequela	1
V48.2	V482	Person on outside of car injured in noncollision transport accident in nontraffic accident	Root	V00-Y99	V40-V49	V48	V48.2				NA	0
V48.2XXA	V482XXA	Person on outside of car injured in noncollision transport accident in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V48	V48.2	NA	V48.2	V48.2XXA	V482XXA Person on outside of car injured in noncollision transport accident in nontraffic accident, initial encounter	1
V48.2XXD	V482XXD	Person on outside of car injured in noncollision transport accident in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V48	V48.2	NA	V48.2	V48.2XXD	V482XXD Person on outside of car injured in noncollision transport accident in nontraffic accident, subsequent encounter	1
V48.2XXS	V482XXS	Person on outside of car injured in noncollision transport accident in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V48	V48.2	NA	V48.2	V48.2XXS	V482XXS Person on outside of car injured in noncollision transport accident in nontraffic accident, sequela	1
V48.3	V483	Unspecified car occupant injured in noncollision transport accident in nontraffic accident	Root	V00-Y99	V40-V49	V48	V48.3				NA	0
V48.3XXA	V483XXA	Unspecified car occupant injured in noncollision transport accident in nontraffic accident, initial encounter	Root	V00-Y99	V40-V49	V48	V48.3	NA	V48.3	V48.3XXA	V483XXA Unspecified car occupant injured in noncollision transport accident in nontraffic accident, initial encounter	1
V48.3XXD	V483XXD	Unspecified car occupant injured in noncollision transport accident in nontraffic accident, subsequent encounter	Root	V00-Y99	V40-V49	V48	V48.3	NA	V48.3	V48.3XXD	V483XXD Unspecified car occupant injured in noncollision transport accident in nontraffic accident, subsequent encounter	1
V48.3XXS	V483XXS	Unspecified car occupant injured in noncollision transport accident in nontraffic accident, sequela	Root	V00-Y99	V40-V49	V48	V48.3	NA	V48.3	V48.3XXS	V483XXS Unspecified car occupant injured in noncollision transport accident in nontraffic accident, sequela	1
V48.4	V484	Person boarding or alighting a car injured in noncollision transport accident	Root	V00-Y99	V40-V49	V48	V48.4				NA	0
V48.4XXA	V484XXA	Person boarding or alighting a car injured in noncollision transport accident, initial encounter	Root	V00-Y99	V40-V49	V48	V48.4	NA	V48.4	V48.4XXA	V484XXA Person boarding or alighting a car injured in noncollision transport accident, initial encounter	1
